timestamp (AEST),ax,ay,az,gx,gy,gz
2025-10-11 16:32:40.786,-317,-5,941,-4638,-5310,1525
2025-10-11 16:32:40.786,-310,-75,972,976,-976,-122
2025-10-11 16:32:40.835,-335,-31,977,5493,732,-1647
2025-10-11 16:32:40.835,-335,-12,966,3845,-915,-1464
2025-10-11 16:32:40.836,-340,-12,965,-183,-4272,-1708
2025-10-11 16:32:40.883,-339,-19,969,-2990,-8483,-2380
2025-10-11 16:32:40.885,-332,-34,967,-4699,-11535,-1464
2025-10-11 16:32:40.932,-305,-54,965,-2380,-8361,-183
2025-10-11 16:32:40.933,-296,-42,975,1708,-3479,61
2025-10-11 16:32:40.934,-313,-31,981,1892,-183,-671
2025-10-11 16:32:40.981,-324,-33,981,305,488,1342
2025-10-11 16:32:40.982,-319,-25,978,-1098,-1037,915
2025-10-11 16:32:41.030,-321,-22,972,-2258,-3845,-122
2025-10-11 16:32:41.030,-317,-40,964,-2197,-6225,-854
2025-10-11 16:32:41.081,-305,-32,961,-1159,-5310,0
2025-10-11 16:32:41.081,-298,-28,972,-366,-3906,0
2025-10-11 16:32:41.081,-303,-32,980,183,-2868,-427
2025-10-11 16:32:41.127,-309,-25,974,488,-2014,-183
2025-10-11 16:32:41.130,-308,-18,974,-671,-1708,366
2025-10-11 16:32:41.176,-303,-25,972,-549,-1708,122
2025-10-11 16:32:41.176,-299,-28,964,-366,-1708,-610
2025-10-11 16:32:41.177,-305,-25,966,-61,-1708,-671
2025-10-11 16:32:41.273,-306,-28,971,183,-2258,-1403
2025-10-11 16:32:41.274,-304,-26,970,-122,-2441,-1342
2025-10-11 16:32:41.275,-305,-26,970,-732,-2746,-1037
2025-10-11 16:32:41.276,-302,-34,974,-244,-1953,-793
2025-10-11 16:32:41.322,-299,-33,977,1281,-976,-915
2025-10-11 16:32:41.322,-303,-25,974,671,-854,-1159
2025-10-11 16:32:41.323,-302,-31,971,-122,-1037,-1403
2025-10-11 16:32:41.371,-304,-37,979,-732,-2258,-1953
2025-10-11 16:32:41.372,-302,-39,976,-1708,-3356,-1647
2025-10-11 16:32:41.372,-289,-51,978,-1159,-2197,-793
2025-10-11 16:32:41.422,-296,-48,983,488,-1281,-732
2025-10-11 16:32:41.422,-302,-37,978,1037,-1159,-305
2025-10-11 16:32:41.468,-301,-31,981,-549,-1831,-732
2025-10-11 16:32:41.468,-298,-37,976,-2197,-2502,-1098
2025-10-11 16:32:41.517,-293,-49,979,-1342,-2136,-183
2025-10-11 16:32:41.517,-298,-45,986,-1525,-1770,244
2025-10-11 16:32:41.518,-282,-44,974,-915,-732,-61
2025-10-11 16:32:41.565,-291,-44,973,305,305,122
2025-10-11 16:32:41.566,-297,-41,976,854,-488,0
2025-10-11 16:32:41.614,-294,-27,977,0,-1220,-488
2025-10-11 16:32:41.614,-297,-33,980,-1525,-2380,-1159
2025-10-11 16:32:41.616,-290,-48,977,-1342,-2380,-732
2025-10-11 16:32:41.683,-287,-47,981,427,-1831,-122
